stimulus	stimulus.lemma	stimulus.freq	in_test	in_cogalex	norm	FIRST	FIRST.count	FIRST.lemma	FIRST.freq	HAPAX	HAPAX.count	HAPAX.lemma	HAPAX.freq	RANDOM	RANDOM.count	RANDOM.lemma	RANDOM.freq
kind	kind_n	2264332	FALSE	FALSE	EAT	gentle	14	gentle_j	141639	loving	1	loving_j	134873	splash	0	splash_n	36960
kindliness	kindliness_n	1146	FALSE	TRUE	EAT	nice	8	nice_j	1357419	security	1	security_n	1290850	dawning	0	dawn_v	27727
kindly	kindly_r	75626	FALSE	FALSE	EAT	friendly	10	friendly_j	521740	cleaner	1	clean_j	568018	tights	0	tights_n	12772
kindness	kindness_n	65857	FALSE	TRUE	EAT	love	11	love_v	2404845	real	1	real_j	2539551	glade	0	glade_n	4698
kinds	kind_n	2264332	TRUE	FALSE	EAT	sorts	27	sort_n	1167527	cards	1	card_n	1249812	sherry	0	sherry_n	8028
king	king_n	440249	TRUE	FALSE	EAT	queen	44	queen_n	132918	castle	1	castle_n	157790	inaccurate	0	inaccurate_j	55246
kingdom	kingdom_n	172435	TRUE	FALSE	EAT	come	21	come_v	10239364	history	1	history_n	2384944	trek	0	trek_n	30506
kings	kings_z	94249	FALSE	FALSE	EAT	queens	63	queens_z	42063	jacks	1	jack_n	47624	mini	0	mini_j	85418
kinky	kinky_j	5136	TRUE	FALSE	EAT	boots	19	boot_n	263308	gear	1	gear_n	249378	tires	0	tire_n	73173
kipper	kipper_z	1196	FALSE	TRUE	EAT	fish	31	fish_n	710974	red	1	red_j	758043	injustice	0	injustice_n	86267
kippers	kipper_n	2169	TRUE	FALSE	EAT	fish	27	fish_n	710974	eat	1	eat_v	1280233	hydrogen	0	hydrogen_n	79423
kirk	kirk_n	3164	FALSE	FALSE	EAT	church	31	church_n	1322101	town	1	town_n	1422713	sidewalk	0	sidewalk_n	44302
kit	kit_n	287382	FALSE	FALSE	EAT	bag	29	bag_n	544448	stick	1	stick_v	659327	buck	0	buck_n	76461
kitchen	kitchen_n	479407	FALSE	TRUE	EAT	sink	35	sink_n	86913	thieves	1	thief_n	97270	peculiar	0	peculiar_j	71715
kite	kite_n	26599	FALSE	TRUE	EAT	fly	33	fly_v	742469	red	1	red_j	758043	forgetful	0	forgetful_j	5126
kitten	kitten_n	44854	FALSE	TRUE	EAT	cat	54	cat_n	442868	sex	1	sex_n	694125	rowdy	0	rowdy_j	8236
kittens	kitten_n	44854	TRUE	TRUE	EAT	cat	30	cat_n	442868	soft	1	soft_j	393979	coke	0	coke_n	23851
kitty	kitty_z	20647	FALSE	FALSE	EAT	cat	31	cat_n	442868	pool	1	pool_n	490540	lifeboat	0	lifeboat_n	21834
knave	knave_n	3376	FALSE	TRUE	EAT	cards	19	card_n	1249812	die	1	die_v	1612156	starvation	0	starvation_n	30418
knee	knee_n	232646	TRUE	TRUE	EAT	cap	15	cap_n	219010	flexible	1	flexible_j	239422	vacant	0	vacant_j	50777
kneel	kneel_v	36593	FALSE	FALSE	EAT	pray	24	pray_v	313834	hurts	1	hurt_v	381244	pedal	0	pedal_n	44683
knees	knee_n	232646	TRUE	TRUE	EAT	legs	18	leg_n	541282	bone	1	bone_n	321549	stool	0	stool_n	40132
knelt	kneel_v	36593	FALSE	FALSE	EAT	down	14	down_r	5024620	stand	1	stand_v	1711114	clank	0	clank_z	1310
knickers	knickers_n	10153	FALSE	FALSE	EAT	pants	17	pants_n	94059	dirt	1	dirt_n	105920	anchor	0	anchor_n	66964
knife	knife_n	161542	FALSE	FALSE	EAT	fork	45	fork_n	65486	spoon	1	spoon_n	48291	stocking	0	stock_v	78675
knifing	knife_v	4511	TRUE	FALSE	EAT	stab	14	stab_n	18144	peel	1	peel_z	21840	typist	0	typist_n	5440
knit	knit_v	63271	TRUE	FALSE	EAT	sew	20	sew_v	41826	jersey	1	jersey_n	37334	scout	0	scout_z	35799
knitting	knit_v	63271	FALSE	FALSE	EAT	needle	23	needle_n	108676	cotton	1	cotton_n	112765	postage	0	postage_n	42472
knives	knife_n	161542	TRUE	FALSE	EAT	forks	58	fork_n	65486	steak	1	steak_n	55062	recreation	0	recreation_n	68798
knob	knob_n	32586	FALSE	TRUE	EAT	door	52	door_n	1306343	machine	1	machine_n	978759	pensive	0	pensive_j	3961
knock	knock_v	242762	TRUE	TRUE	EAT	door	30	door_n	1306343	dog	1	dog_n	1284045	cooker	0	cooker_n	38182
knocker	knocker_n	2432	TRUE	FALSE	EAT	door	51	door_n	1306343	girl	1	girl_n	1177089	saliva	0	saliva_n	14143
knot	knot_n	68761	FALSE	TRUE	EAT	tie	32	tie_n	213772	slip	1	slip_v	216239	sperm	0	sperm_n	44978
knowing	know_v	11783600	TRUE	FALSE	EAT	knowledge	15	knowledge_n	1464520	teacher	1	teacher_n	1313284	xiv	0	xiv_n	686
knowledge	knowledge_n	1464520	FALSE	TRUE	EAT	books	9	book_n	4210995	information	1	information_n	4419401	whimper	0	whimper_n	4884
knowledgeable	knowledgeable_j	68313	TRUE	TRUE	EAT	clever	19	clever_j	159909	gentleman	1	gentleman_n	186064	avenue	0	avenue_n	62363
known	know_v	11783600	FALSE	FALSE	EAT	unknown	25	unknown_j	243647	relative	1	relative_j	324540	heaps	0	heap_n	54169
kong	kong_n	1571	TRUE	FALSE	EAT	king	68	king_n	440249	gorilla	1	gorilla_n	20733	lowly	0	lowly_j	18455
kraut	kraut_n	769	FALSE	FALSE	EAT	german	31	german_j	549553	enemy	1	enemy_n	538968	southend	0	southend_n	369
l	l_n	311236	TRUE	FALSE	EAT	driver	5	driver_n	851962	drive	1	drive_n	688434	oar	0	oar_z	8180
label	label_n	330717	TRUE	TRUE	EAT	tag	14	tag_n	231149	slip	1	slip_v	216239	envelope	0	envelope_n	86304
laboratory	laboratory_n	221135	TRUE	FALSE	EAT	work	10	work_n	6701981	set	1	set_v	3535047	brew	0	brew_n	24116
labyrinth	labyrinth_n	14013	TRUE	FALSE	EAT	maze	34	maze_n	34082	mare	1	mare_n	30747	mattress	0	mattress_n	48314
lace	lace_n	34095	FALSE	FALSE	EAT	shoe	12	shoe_n	312773	wing	1	wing_n	322850	ankles	0	ankle_n	68085
laced	lace_v	18050	FALSE	FALSE	EAT	shoe	13	shoe_n	312773	dress	1	dress_n	248225	mimic	0	mimic_v	43886
laces	lace_n	34095	TRUE	FALSE	EAT	shoes	39	shoe_n	312773	snow	1	snow_n	274707	slim	0	slim_j	64683
lacunae	lacuna_n	3514	FALSE	FALSE	EAT	latin	7	latin_z	143550	pits	1	pit_n	155000	congratulate	0	congratulate_v	69453
lad	lad_n	138356	FALSE	FALSE	EAT	lass	44	lass_n	13281	urchin	1	urchin_n	7295	frankness	0	frankness_n	4154
ladder	ladder_n	92481	FALSE	TRUE	EAT	rung	18	ring_v	200695	pole	1	pole_n	162504	algebra	0	algebra_n	33394
laden	laden_z	66269	FALSE	FALSE	EAT	heavy	30	heavy_j	623357	horse	1	horse_n	613231	ark	0	ark_n	16334
ladies	lady_n	424702	FALSE	FALSE	EAT	gents	29	gent_n	15142	panties	1	panties_n	11892	june	0	june_n	8549
lady	lady_n	424702	FALSE	TRUE	EAT	man	18	man_n	5328279	women	1	woman_n	3564520	lily	0	lily_n	21418
lager	lager_n	16007	TRUE	FALSE	EAT	beer	44	beer_n	322852	sweet	1	sweet_j	322632	tim	0	tim_n	3619
lagoon	lagoon_n	22143	FALSE	FALSE	EAT	lake	19	lake_n	254167	pacific	1	pacific_z	208087	geography	0	geography_n	83454
laid	lay_v	800246	TRUE	TRUE	EAT	egg	42	egg_n	385475	forever	1	forever_r	244370	treble	0	treble_n	9571
lair	lair_n	8282	TRUE	FALSE	EAT	fox	21	fox_n	72524	jungle	1	jungle_n	62930	purse	0	purse_n	64942
lake	lake_n	254167	FALSE	TRUE	EAT	water	25	water_n	2928150	end	1	end_n	3373754	gander	0	gander_n	4037
lakes	lake_n	254167	FALSE	FALSE	EAT	water	23	water_n	2928150	side	1	side_n	2863432	fairy	0	fairy_j	33872
lamb	lamb_n	70834	TRUE	TRUE	EAT	chop	20	chop_v	76951	pet	1	pet_j	107415	bomber	0	bomber_n	68139
lambs	lamb_n	70834	FALSE	TRUE	EAT	sheep	36	sheep_n	148487	gentle	1	gentle_j	141639	warden	0	warden_n	33675
lament	lament_n	12487	FALSE	FALSE	EAT	cry	16	cry_n	113125	sympathy	1	sympathy_n	123396	greed	0	greed_n	67215
lamp	lamp_n	126851	TRUE	FALSE	EAT	light	48	light_n	1539253	night	1	night_n	2234182	weft	0	weft_n	2505
lamps	lamp_n	126851	FALSE	FALSE	EAT	light	38	light_n	1539253	table	1	table_n	1087815	tickled	0	tickle_v	18332
lampshade	lampshade_n	2646	FALSE	FALSE	EAT	light	44	light_n	1539253	white	1	white_j	1207222	froth	0	froth_n	4854
lancet	lancet_n	2877	FALSE	FALSE	EAT	journal	15	journal_z	352520	surgery	1	surgery_n	328769	bangles	0	bangle_n	3097
landing	landing_n	150201	TRUE	FALSE	EAT	stage	18	stage_n	1258820	approach	1	approach_n	1461188	plum	0	plum_j	9676
landlady	landlady_n	9426	TRUE	TRUE	EAT	digs	14	dig_n	38433	bastard	1	bastard_n	36856	alien	0	alien_j	97524
lands	land_n	1463197	FALSE	FALSE	EAT	countries	9	country_n	3894717	off	1	off_r	3883232	bald	0	bald_j	28166
lane	lane_n	184516	TRUE	FALSE	EAT	country	12	country_n	3894717	end	1	end_n	3373754	kane	0	kane_n	388
language	language_n	1523314	TRUE	TRUE	EAT	english	18	english_j	723219	none	1	none_n	693839	insomnia	0	insomnia_n	18440
lanky	lanky_j	3882	FALSE	TRUE	EAT	tall	35	tall_j	243406	hall	1	hall_n	297417	busts	0	bust_n	51385
lantern	lantern_n	28714	FALSE	FALSE	EAT	light	41	light_n	1539253	road	1	road_n	1645413	january	0	january_n	8685
lap	lap_n	142613	FALSE	TRUE	EAT	dog	19	dog_n	1284045	girl	1	girl_n	1177089	unpleasant	0	unpleasant_j	68535
lard	lard_n	6716	TRUE	FALSE	EAT	fat	30	fat_j	222872	bread	1	bread_n	250763	famine	0	famine_n	38339
larder	larder_n	4093	TRUE	TRUE	EAT	food	58	food_n	2420360	door	1	door_n	1306343	dolphin	0	dolphin_z	17191
large	large_j	3989154	FALSE	TRUE	EAT	small	45	small_j	3957736	woman	1	woman_n	3564520	homo	0	homo_n	10079
larger	large_j	3989154	TRUE	FALSE	EAT	bigger	24	big_j	3396154	live	1	live_v	3607397	clumsy	0	clumsy_j	26072
lash	lash_v	24422	FALSE	FALSE	EAT	whip	68	whip_n	33628	cowboy	1	cowboy_n	35720	eagle	0	eagle_n	50426
lashes	lash_n	15214	FALSE	FALSE	EAT	eye	31	eye_n	1670060	light	1	light_n	1539253	seekers	0	seeker_n	68516
lass	lass_n	13281	TRUE	TRUE	EAT	lad	35	lad_n	138356	lover	1	lover_n	182264	sane	0	sane_j	36922
last	last_j	5396217	TRUE	TRUE	EAT	first	36	first_j	8065915	days	1	day_n	8476414	blink	0	blink_n	13812
lasting	lasting_j	94144	FALSE	TRUE	EAT	ever	19	ever_r	2682188	event	1	event_n	2809268	foul	0	foul_j	55288
late	late_j	2264699	TRUE	TRUE	EAT	early	34	early_j	2407478	hour	1	hour_n	2571560	tickled	0	tickle_v	18332
lately	lately_r	127278	TRUE	TRUE	EAT	recently	33	recently_r	1430711	death	1	death_n	1767563	spit	0	spit_v	51987
later	later_r	2112956	TRUE	TRUE	EAT	now	17	now_r	10097714	coming	1	come_v	10239364	snarl	0	snarl_n	3946
latest	late_j	2264699	FALSE	TRUE	EAT	news	20	news_n	1368316	final	1	final_j	1300388	flicks	0	flick_n	36156
lather	lather_n	3034	FALSE	TRUE	EAT	soap	49	soap_n	95458	adverts	1	advert_n	84028	sunshine	0	sunshine_n	71307
laugh	laugh_v	348053	FALSE	FALSE	EAT	cry	27	cry_n	113125	laughter	1	laughter_n	85185	eighth	0	eighth_j	52521
laughing	laugh_v	348053	FALSE	TRUE	EAT	crying	16	cry_v	293490	gay	1	gay_j	307544	fireplace	0	fireplace_n	58988
laughter	laughter_n	85185	FALSE	TRUE	EAT	smile	9	smile_n	212372	split	1	split_v	203362	overtake	0	overtake_v	65564
launching	launch_v	669832	TRUE	TRUE	EAT	ship	26	ship_n	618117	drive	1	drive_n	688434	moors	0	moor_n	34131
laundrette	laundrette_n	1042	FALSE	TRUE	EAT	washing	34	wash_v	270455	wasting	1	waste_v	264170	stove	0	stove_n	61714
laundry	laundry_n	73781	TRUE	TRUE	EAT	washing	24	wash_v	270455	clothing	1	clothing_n	219309	mag	0	mag_n	34162
lavatory	lavatory_n	7892	FALSE	FALSE	EAT	toilet	18	toilet_n	208355	rolls	1	roll_n	224932	buckets	0	bucket_n	92168
lavish	lavish_j	24560	TRUE	TRUE	EAT	rich	12	rich_j	665415	meal	1	meal_n	502109	frighten	0	frighten_v	59079
law	law_n	2965533	TRUE	TRUE	EAT	order	12	order_n	2986779	reports	1	report_n	2235628	invalid	0	invalid_j	42723
lawless	lawless_j	10059	TRUE	TRUE	EAT	outlaw	7	outlaw_n	15774	fearless	1	fearless_j	18153	canary	0	canary_n	7320
lawn	lawn_n	104541	TRUE	FALSE	EAT	grass	33	grass_n	232652	fresh	1	fresh_j	553628	harvest	0	harvest_n	85379
lawns	lawn_n	104541	TRUE	FALSE	EAT	grass	41	grass_n	232652	smooth	1	smooth_j	225611	wand	0	wand_n	34441
lawyer	lawyer_n	430370	FALSE	TRUE	EAT	court	17	court_n	1505508	rules	1	rule_n	1507783	celibacy	0	celibacy_n	8667
lawyers	lawyer_n	430370	FALSE	TRUE	EAT	court	9	court_n	1505508	father	1	father_n	1096321	robert	0	robert_n	2187
lay	lay_v	800246	FALSE	FALSE	EAT	down	26	down_r	5024620	woman	1	woman_n	3564520	pail	0	pail_n	6321
layer	layer_n	410244	TRUE	TRUE	EAT	cake	15	cake_n	233183	chocolates	1	chocolate_n	218297	asylum	0	asylum_n	90579
layers	layer_n	410244	FALSE	TRUE	EAT	cake	12	cake_n	233183	tissue	1	tissue_n	232412	flick	0	flick_n	36156
laziness	laziness_n	15835	TRUE	FALSE	EAT	idle	8	idle_j	57154	sundays	1	sunday_n	48073	geometry	0	geometry_n	75027
lazy	lazy_j	111058	FALSE	TRUE	EAT	idle	8	idle_j	57154	selfish	1	selfish_j	71776	cops	0	cop_v	74161
lb	lb_n	174210	TRUE	FALSE	EAT	j	18	j_n	73606	oz	1	oz_n	52905	leaflets	0	leaflet_n	87296
lea	lea_n	3482	FALSE	FALSE	EAT	meadow	11	meadow_n	43756	hollow	1	hollow_j	43062	orchestra	0	orchestra_n	71367
lead	lead_v	3212875	TRUE	TRUE	EAT	follow	9	follow_v	4144136	last	1	last_j	5396217	ecstasy	0	ecstasy_n	19768
leader	leader_n	1316480	TRUE	FALSE	EAT	follow	7	follow_v	4144136	group	1	group_n	4077506	scrooge	0	scrooge_n	17986
leads	lead_v	3212875	FALSE	TRUE	EAT	dogs	8	dog_n	1284045	church	1	church_n	1322101	thump	0	thump_n	6651
leaf	leaf_n	305251	TRUE	TRUE	EAT	tree	36	tree_n	1009693	road	1	road_n	1645413	procession	0	procession_n	43232
leafy	leafy_j	18755	FALSE	FALSE	EAT	tree	25	tree_n	1009693	wall	1	wall_n	966743	hawk	0	hawk_n	27963
league	league_n	301105	TRUE	FALSE	EAT	football	41	football_n	481496	foreign	1	foreign_j	677265	pierce	0	pierce_z	31144
leagues	league_n	301105	TRUE	FALSE	EAT	football	39	football_n	481496	politics	1	politics_n	547260	thrift	0	thrift_n	13484
leak	leak_n	99567	FALSE	FALSE	EAT	water	24	water_n	2928150	run	1	run_v	3835017	hush	0	hush_n	6125
leaky	leaky_j	10378	FALSE	TRUE	EAT	wet	15	wet_j	223994	pipes	1	pipe_n	229129	frighten	0	frighten_v	59079
lean	lean_j	54236	TRUE	TRUE	EAT	meat	23	meat_n	342078	heat	1	heat_n	525089	beaucoup	0	beaucoup_n	2175
leaning	lean_v	137190	TRUE	TRUE	EAT	tower	12	tower_n	232894	slight	1	slight_j	241662	coil	0	coil_n	62544
leap	leap_n	78737	FALSE	TRUE	EAT	jump	31	jump_v	404864	hole	1	hole_n	523785	cunningly	0	cunningly_r	4222
leaping	leap_v	69144	TRUE	FALSE	EAT	jumping	24	jump_v	404864	planes	1	plane_n	383149	boo	0	boo_v	26338
lear	lear_z	13843	FALSE	FALSE	EAT	king	49	king_n	440249	italian	1	italian_j	264176	crow	0	crow_n	25642
learn	learn_v	3085267	FALSE	TRUE	EAT	teach	26	teach_v	1279160	letters	1	letter_n	1301641	snug	0	snug_j	11513
learning	learn_v	3085267	TRUE	TRUE	EAT	knowledge	10	knowledge_n	1464520	method	1	method_n	1468575	buckle	0	buckle_n	14282
lease	lease_n	136506	TRUE	TRUE	EAT	rent	16	rent_n	227339	tenant	1	tenant_n	230086	scent	0	scent_n	51378
leash	leash_n	18125	TRUE	TRUE	EAT	dog	61	dog_n	1284045	feelings	1	feeling_n	793655	rhubarb	0	rhubarb_n	9866
least	least_j	2561435	FALSE	FALSE	EAT	most	32	most_r	5322165	help	1	help_v	5469768	newts	0	newt_n	5390
leather	leather_n	152666	TRUE	TRUE	EAT	shoes	11	shoe_n	312773	wash	1	wash_v	270455	dover	0	dover_z	37974
leave	leave_v	4514324	FALSE	FALSE	EAT	go	17	go_v	15724552	come	1	come_v	10239364	nipping	0	nip_v	20076
leaver	leaver_n	12353	FALSE	TRUE	EAT	school	28	school_n	4196967	old	1	old_j	3958155	gaol	0	gaol_n	5833
leavers	leaver_n	12353	FALSE	FALSE	EAT	school	60	school_n	4196967	home	1	home_n	4378069	ranger	0	ranger_z	26534
leaving	leave_v	4514324	FALSE	TRUE	EAT	going	25	go_v	15724552	now	1	now_r	10097714	keg	0	keg_n	8047
lecturer	lecturer_n	94236	FALSE	FALSE	EAT	teacher	7	teacher_n	1313284	authority	1	authority_n	1310714	emigration	0	emigration_n	15781
lectures	lecture_n	265373	TRUE	FALSE	EAT	boredom	9	boredom_n	26112	lousy	1	lousy_j	23711	stew	0	stew_n	17959
led	lead_v	3212875	TRUE	TRUE	EAT	astray	14	astray_r	17818	conned	1	con_v	17523	razor	0	razor_n	27789
ledge	ledge_n	27831	TRUE	FALSE	EAT	window	37	window_n	1004730	walls	1	wall_n	966743	sheltered	0	sheltered_j	24314
leek	leek_z	4591	TRUE	FALSE	EAT	wales	33	wales_z	456294	boat	1	boat_n	509259	sting	0	sting_n	30801
leeks	leek_n	9257	TRUE	TRUE	EAT	wales	29	wales_z	456294	meal	1	meal_n	502109	fillets	0	fillet_n	11802
leer	leer_n	1523	FALSE	TRUE	EAT	grin	8	grin_n	39376	lust	1	lust_n	39454	windy	0	windy_j	31755
lees	lees_n	1455	TRUE	FALSE	EAT	please	8	please_v	1185607	teachers	1	teacher_n	1313284	stale	0	stale_j	21142
left	leave_v	4514324	FALSE	FALSE	EAT	right	52	right_j	2031369	party	1	party_n	2125883	thinness	0	thinness_n	2848
leg	leg_n	541282	FALSE	FALSE	EAT	arm	22	arm_n	794892	hairs	1	hair_n	652065	shillings	0	shilling_n	29330
legal	legal_j	1155101	TRUE	FALSE	EAT	law	16	law_n	2965533	terms	1	term_n	2721667	david	0	david_n	3953
legend	legend_n	156757	FALSE	TRUE	EAT	story	25	story_n	2997069	lost	1	lose_v	2309249	commerce	0	commerce_n	78697
legion	legion_z	20271	FALSE	FALSE	EAT	foreign	38	foreign_j	677265	soldier	1	soldier_n	482490	fondling	0	fondle_v	4999
legislate	legislate_v	27150	FALSE	TRUE	EAT	law	39	law_n	2965533	order	1	order_n	2986779	shilling	0	shilling_n	29330
legs	leg_n	541282	FALSE	FALSE	EAT	arms	17	arm_n	794892	sex	1	sex_n	694125	lemonade	0	lemonade_n	11701
leisure	leisure_n	131173	TRUE	FALSE	EAT	time	21	time_n	16416069	life	1	life_n	6006471	tonsil	0	tonsil_n	4450
lemon	lemon_j	44427	TRUE	TRUE	EAT	orange	16	orange_z	100353	powder	1	powder_n	110379	drinkers	0	drinker_n	33095
lemonade	lemonade_n	11701	FALSE	TRUE	EAT	drink	20	drink_n	428140	ice	1	ice_n	434943	squeak	0	squeak_n	6373
lemons	lemon_n	27415	FALSE	TRUE	EAT	oranges	52	orange_n	87855	pie	1	pie_n	112326	oxide	0	oxide_n	37255
lend	lend_v	174291	TRUE	FALSE	EAT	borrow	43	borrow_v	198827	stupid	1	stupid_j	302491	stiff	0	stiff_j	69498
length	length_n	625005	TRUE	FALSE	EAT	breadth	27	breadth_n	55303	eternity	1	eternity_n	52608	foul	0	foul_j	55288
lens	lens_n	273056	FALSE	FALSE	EAT	glasses	22	glass_n	561017	focus	1	focus_n	685741	fuss	0	fuss_n	44731
lenses	lens_n	273056	FALSE	FALSE	EAT	glasses	43	glass_n	561017	physics	1	physics_n	199941	realist	0	realist_n	22595
lent	lend_v	174291	TRUE	TRUE	EAT	easter	21	easter_z	118749	forty	1	forty_n	118700	murderer	0	murderer_n	60757
lente	lente_n	178	TRUE	TRUE	EAT	slow	20	slow_j	480738	spring	1	spring_n	526920	breeding	0	breeding_n	65309
leo	leo_n	2419	FALSE	FALSE	EAT	lion	60	lion_n	93379	darkness	1	darkness_n	162140	nitrogen	0	nitrogen_n	61775
leper	leper_n	7944	TRUE	TRUE	EAT	colony	13	colony_n	170867	bells	1	bell_n	140051	republic	0	republic_n	57708
lesser	lesser_j	110719	FALSE	FALSE	EAT	greater	14	great_j	6512944	man	1	man_n	5328279	superman	0	superman_n	8572
lesson	lesson_n	559648	FALSE	TRUE	EAT	learn	12	learn_v	3085267	begins	1	begin_v	2888791	wobble	0	wobble_n	8228
lessons	lesson_n	559648	TRUE	FALSE	EAT	school	21	school_n	4196967	books	1	book_n	4210995	chancellor	0	chancellor_n	27254
let	let_v	3295601	TRUE	TRUE	EAT	allow	13	allow_v	3529173	hold	1	hold_v	3222513	dolly	0	dolly_n	4675
lethal	lethal_j	49427	FALSE	TRUE	EAT	deadly	23	deadly_j	104704	steady	1	steady_j	138740	prep	0	prep_n	34281
lethargy	lethargy_n	6460	TRUE	FALSE	EAT	lazy	11	lazy_j	111058	grandfather	1	grandfather_n	103265	bush	0	bush_n	86039
letters	letter_n	1301641	TRUE	TRUE	EAT	french	8	french_j	611830	dead	1	dead_j	602941	crest	0	crest_n	28387
letting	let_v	3295601	TRUE	FALSE	EAT	allowing	17	allow_v	3529173	live	1	live_v	3607397	fatherly	0	fatherly_j	3043
lettuce	lettuce_n	26053	FALSE	TRUE	EAT	leaf	33	leaf_n	305251	dressing	1	dress_v	288103	monastery	0	monastery_n	60680
level	level_n	3463312	TRUE	TRUE	EAT	crossing	21	cross_v	489803	noise	1	noise_n	414912	tray	0	tray_n	81603
lever	lever_n	56626	TRUE	FALSE	EAT	pull	9	pull_v	904059	pressure	1	pressure_n	909928	countrymen	0	countryman_n	19518
levi	levi_n	383	FALSE	FALSE	EAT	jeans	45	jeans_n	58162	shorts	1	shorts_n	53092	orchard	0	orchard_n	33434
liar	liar_n	49019	TRUE	TRUE	EAT	cheat	16	cheat_v	68424	pest	1	pest_n	74089	cab	0	cab_n	70375
liberal	liberal_j	241813	FALSE	FALSE	EAT	free	18	free_j	2621555	easy	1	easy_j	2298878	joule	0	joule_n	3898
liberty	liberty_n	195737	TRUE	TRUE	EAT	freedom	46	freedom_n	693831	sex	1	sex_n	694125	romana	0	romana_n	177
library	library_n	767941	FALSE	FALSE	EAT	books	48	book_n	4210995	read	1	read_v	3604321	alligator	0	alligator_n	12694
lichen	lichen_n	11662	FALSE	TRUE	EAT	moss	38	moss_n	26429	planks	1	plank_n	29883	scooters	0	scooter_n	29764
lick	lick_v	36669	FALSE	FALSE	EAT	tongue	21	tongue_n	156165	lip	1	lip_n	161160	moors	0	moor_n	34131
licking	lick_v	36669	FALSE	TRUE	EAT	dog	21	dog_n	1284045	stick	1	stick_v	659327	duel	0	duel_n	21603
lid	lid_n	82491	FALSE	FALSE	EAT	top	22	top_j	1328611	close	1	close_j	1137187	shark	0	shark_n	72302
lie	lie_v	798116	TRUE	TRUE	EAT	truth	26	truth_n	972613	rest	1	rest_n	1215905	guild	0	guild_n	27534
liege	liege_n	865	TRUE	TRUE	EAT	lord	18	lord_n	98843	sir	1	sir_n	98410	hives	0	hive_n	80460
lies	lie_v	798116	TRUE	FALSE	EAT	truth	27	truth_n	972613	wrong	1	wrong_j	1411250	unreasonable	0	unreasonable_j	62124
lieutenant	lieutenant_n	34650	TRUE	FALSE	EAT	army	31	army_n	480652	smart	1	smart_j	334395	vests	0	vest_n	28320
life	life_n	6006471	FALSE	TRUE	EAT	death	44	death_n	1767563	die	1	die_v	1612156	fairy	0	fairy_j	33872
lifetime	lifetime_n	201383	TRUE	TRUE	EAT	long	12	long_j	3187975	experience	1	experience_n	3104457	loathed	0	loathe_v	22772
lifting	lift_v	300025	TRUE	FALSE	EAT	weight	16	weight_n	795614	feeling	1	feeling_n	793655	whisper	0	whisper_n	30372
ligament	ligament_n	20531	FALSE	FALSE	EAT	leg	29	leg_n	541282	football	1	football_n	481496	hares	0	hare_n	18629
light	light_n	1539253	TRUE	FALSE	EAT	dark	41	dark_j	647097	park	1	park_n	665681	stationary	0	stationary_j	37702
lighter	light_j	691029	FALSE	TRUE	EAT	fuel	19	fuel_n	594283	faster	1	fast_r	630657	breeding	0	breeding_n	65309
lightly	lightly_r	88459	TRUE	FALSE	EAT	softly	15	softly_r	38816	tread	1	tread_v	41144	void	0	void_n	62600
lightning	lightning_n	65275	TRUE	TRUE	EAT	thunder	28	thunder_n	31904	grease	1	grease_n	35749	grapes	0	grape_n	64316
lightship	lightship_n	1066	TRUE	FALSE	EAT	sea	15	sea_n	655881	rocks	1	rock_n	636473	plexus	0	plexus_n	5420
likely	likely_j	1336990	TRUE	TRUE	EAT	probable	16	probable_j	79788	occurrence	1	occurrence_n	96805	infinite	0	infinite_j	91600
liking	liking_n	30233	TRUE	FALSE	EAT	loving	13	loving_j	134873	fancy	1	fancy_j	97254	ribbons	0	ribbon_n	58594
lily	lily_n	21418	TRUE	FALSE	EAT	white	19	white_j	1207222	rose	1	rise_v	896856	floss	0	floss_n	7082
limb	limb_n	95539	FALSE	TRUE	EAT	leg	33	leg_n	541282	separate	1	separate_j	588683	busters	0	busters_z	2831
limbs	limb_n	95539	TRUE	FALSE	EAT	legs	32	leg_n	541282	keys	1	key_n	559447	fables	0	fable_n	18375
lime	lime_j	22412	TRUE	TRUE	EAT	juice	18	juice_n	149432	pit	1	pit_n	155000	kindness	0	kindness_n	65857
limit	limit_n	589184	TRUE	FALSE	EAT	speed	24	speed_n	832184	finish	1	finish_v	916803	barrister	0	barrister_n	25872
limited	limited_j	477321	FALSE	TRUE	EAT	company	42	company_n	4211368	means	1	mean_v	4153282	cunts	0	cunt_n	16140
limp	limp_j	10881	FALSE	FALSE	EAT	leg	23	leg_n	541282	hair	1	hair_n	652065	confinement	0	confinement_n	28031
line	line_n	2918436	TRUE	TRUE	EAT	straight	10	straight_r	385249	cable	1	cable_n	375625	fission	0	fission_n	11379
lined	line_v	167800	TRUE	FALSE	EAT	paper	10	paper_n	1310625	cut	1	cut_v	1239950	helpless	0	helpless_j	39900
linen	linen_n	50556	TRUE	FALSE	EAT	bed	12	bed_n	778945	hot	1	hot_j	749308	improbable	0	improbable_j	20652
liner	liner_n	50000	TRUE	TRUE	EAT	ship	46	ship_n	618117	sea	1	sea_n	655881	robbers	0	robber_n	28527
liners	liner_n	50000	TRUE	TRUE	EAT	ships	44	ship_n	618117	glass	1	glass_n	561017	porridge	0	porridge_n	11342
lines	line_n	2918436	FALSE	TRUE	EAT	straight	9	straight_r	385249	gaps	1	gap_n	377525	swap	0	swap_n	53993
